phase,n_docs,epoch,query_idx,filter_idx,selectivity,strategy_chosen,latency_ms,recall,reward,q_bitmap,q_post,crossover_estimate,was_guardrail,oracle_strategy,oracle_reward
1,100000,0,6,9,0.24979,post_filter,0.658582997857593,1.0,0.9670708501071204,0.5,0.5,,False,post_filter,0.9670708501071204
1,100000,0,39,26,0.8826,post_filter,0.26645899924915284,0.3,1.2038103927233712e-05,0.5,0.5,,False,bitmap_prefilter,0.011275798011119208
1,100000,0,43,9,0.24979,post_filter,0.597250007558614,1.0,0.9701374996220693,0.5,0.5467070850107121,,False,post_filter,0.9701374996220693
1,100000,0,47,25,0.85767,bitmap_prefilter,2.401457997621037,1.0,0.8799271001189481,0.5,0.4500012038103927,,False,post_filter,0.9595395500364248
1,100000,0,11,28,0.92927,post_filter,0.8644170011393726,1.0,0.9567791499430314,0.5,0.5,,True,post_filter,0.9567791499430314
1,100000,0,0,9,0.24979,post_filter,0.6519579910673201,1.0,0.967402100446634,0.5,0.5890501264718478,,False,post_filter,0.967402100446634
1,100000,0,16,21,0.77111,bitmap_prefilter,2.4071669977274723,1.0,0.8796416501136264,0.5,0.5,,False,post_filter,0.9497687498660525
1,100000,0,46,19,0.72884,bitmap_prefilter,2.3197500049718656,1.0,0.8840124997514067,0.5,0.5,,False,post_filter,0.9617020497680642
1,100000,0,16,19,0.72884,bitmap_prefilter,2.3953749987413175,1.0,0.8802312500629341,0.5384012499751407,0.5,,False,post_filter,0.9559666499408195
1,100000,0,23,8,0.23083,bitmap_prefilter,0.9690419974504039,1.0,0.9515479001274798,0.5,0.5,,False,post_filter,0.9698167001042748
1,100000,0,10,12,0.31908,post_filter,0.2721660057432018,0.9,0.7106324220568021,0.5,0.5,,False,post_filter,0.7106324220568021
1,100000,0,45,16,0.65811,bitmap_prefilter,2.2868749947519973,1.0,0.8856562502624001,0.5,0.5,,False,post_filter,0.966968800072209
1,100000,0,25,25,0.85767,bitmap_prefilter,2.4132090038619936,1.0,0.8793395498069003,0.5379927100118949,0.4500012038103927,,False,post_filter,0.9572604498098372
1,100000,0,8,7,0.21089,bitmap_prefilter,0.8976239987532608,1.0,0.955118800062337,0.5,0.5,,False,post_filter,0.972237449765089
1,100000,0,26,13,0.34161,post_filter,0.3138329921057448,1.0,0.9843083503947128,0.5,0.5,,False,post_filter,0.9843083503947128
1,100000,0,29,20,0.75377,post_filter,0.3880420044879429,1.0,0.9805978997756029,0.5725842499839201,0.5,,False,post_filter,0.9805978997756029
1,100000,0,40,29,0.95333,post_filter,0.5325419988366775,1.0,0.9733729000581661,0.5,0.5456779149943032,,True,post_filter,0.9733729000581661
1,100000,0,21,22,0.78694,post_filter,1.1482500049169175,1.0,0.9425874997541541,0.5379641650113627,0.5,,False,post_filter,0.9425874997541541
1,100000,0,22,17,0.68217,post_filter,0.7379999951808713,1.0,0.9631000002409564,0.5,0.5,,False,post_filter,0.9631000002409564
1,100000,0,25,16,0.65811,bitmap_prefilter,2.340250000997912,1.0,0.8829874999501044,0.5385656250262401,0.5,,False,post_filter,0.9611208000715123
1,100000,0,27,11,0.29827,post_filter,0.36487601028056815,1.0,0.9817561994859716,0.5,0.5,0.28,False,post_filter,0.9817561994859716
1,100000,0,31,5,0.16001,bitmap_prefilter,0.8952069983934052,1.0,0.9552396500803297,0.5,0.5,0.28,False,post_filter,0.9639936999301426
1,100000,0,13,26,0.8826,bitmap_prefilter,2.385626001341734,1.0,0.8807186999329133,0.5721273939913954,0.4500012038103927,0.28,False,post_filter,0.9606645498715807
1,100000,0,3,21,0.77111,bitmap_prefilter,2.1863330039195716,1.0,0.8906833498040214,0.5379641650113627,0.5442587499754155,0.28,False,post_filter,0.919512499764096
1,100000,0,24,7,0.21089,bitmap_prefilter,1.0917089966824278,0.8,0.20974550690655533,0.5455118800062337,0.5,0.28,False,post_filter,0.21308953620600954
1,100000,0,14,20,0.75377,post_filter,0.7359590017586015,1.0,0.9632020499120699,0.5725842499839201,0.5480597899775603,0.28,False,post_filter,0.9632020499120699
1,100000,0,2,13,0.34161,post_filter,0.6957500008866191,1.0,0.965212499955669,0.5,0.5484308350394713,0.28,False,post_filter,0.965212499955669
1,100000,0,8,18,0.70315,bitmap_prefilter,2.1156670118216425,1.0,0.8942166494089179,0.5,0.5463100000240957,0.28,False,post_filter,0.972145849824301
