phase,n_docs,epoch,query_idx,filter_idx,selectivity,strategy_chosen,latency_ms,recall,reward,q_bitmap,q_post,crossover_estimate,was_guardrail,oracle_strategy,oracle_reward
1,100000,0,42,19,0.72884,bitmap_prefilter,21.220416001597187,1.0,0.0,0.5,0.5,,False,post_filter,0.9585832998491242
1,100000,0,21,19,0.72884,post_filter,0.8575000028940849,1.0,0.9571249998552958,0.45,0.5,,False,post_filter,0.9571249998552958
1,100000,0,15,14,0.39017,post_filter,0.6996659976721276,1.0,0.9650167001163936,0.5,0.5,,False,post_filter,0.9650167001163936
1,100000,0,2,18,0.70315,bitmap_prefilter,20.40987500367919,1.0,0.0,0.5,0.5,0.66,False,post_filter,0.9548541500189458
1,100000,0,38,29,0.95333,post_filter,0.29654100217157975,0.9,0.7097543904008906,0.5,0.5,0.66,True,post_filter,0.7097543904008906
1,100000,0,48,22,0.78694,bitmap_prefilter,22.397374999854947,1.0,0.0,0.5,0.5,0.66,False,post_filter,0.9666166500901454
1,100000,0,15,16,0.65811,post_filter,0.6948749978619162,1.0,0.9652562501069042,0.5,0.5,0.61,False,post_filter,0.9652562501069042
1,100000,0,48,27,0.90434,post_filter,0.7602489968121517,1.0,0.9619875501593924,0.5,0.520975439040089,0.61,True,post_filter,0.9619875501593924
1,100000,0,49,23,0.8245,bitmap_prefilter,23.427165997418342,1.0,0.0,0.5,0.5,0.61,False,post_filter,0.9648083499778295
1,100000,0,36,1,0.07002,post_filter,0.7466659990313929,1.0,0.9626667000484304,0.5,0.5,0.61,False,post_filter,0.9626667000484304
1,100000,0,29,6,0.1808,bitmap_prefilter,5.223291998845525,1.0,0.7388354000577237,0.5,0.5,0.61,False,post_filter,0.9613604499245412
1,100000,0,43,4,0.1398,bitmap_prefilter,3.9086250035325065,1.0,0.8045687498233747,0.5,0.5,0.61,False,post_filter,0.9599187998683192
1,100000,0,19,18,0.70315,bitmap_prefilter,20.329666000179714,1.0,0.0,0.45,0.5,0.61,False,post_filter,0.965993749901827
1,100000,0,13,4,0.1398,bitmap_prefilter,4.144916998484405,1.0,0.7927541500757798,0.5304568749823375,0.5,0.61,False,post_filter,0.9772166498587467
1,100000,0,14,19,0.72884,post_filter,0.6986669977777638,1.0,0.9650666501111118,0.45,0.5457124999855296,0.61,False,post_filter,0.9650666501111118
1,100000,0,41,17,0.68217,post_filter,0.26487500144867226,1.0,0.9867562499275664,0.405,0.5,0.61,False,post_filter,0.9867562499275664
1,100000,0,16,20,0.75377,post_filter,0.610498998867115,1.0,0.9694750500566442,0.45,0.5876479149980879,0.61,False,post_filter,0.9694750500566442
1,100000,0,45,0,0.05025,bitmap_prefilter,1.4157910009089392,1.0,0.929210449954553,0.5,0.5462666700048431,0.61,False,bitmap_prefilter,0.929210449954553
1,100000,0,34,8,0.23083,bitmap_prefilter,6.835626001702622,1.0,0.6582186999148689,0.5,0.5,0.61,False,post_filter,0.9676583500331617
1,100000,0,49,12,0.31908,bitmap_prefilter,9.260249000362819,1.0,0.536987549981859,0.5,0.5,0.61,False,post_filter,0.966268799835234
1,100000,0,37,16,0.65811,post_filter,0.7474169979104772,1.0,0.9626291501044761,0.5,0.5465256250106905,0.61,False,post_filter,0.9626291501044761
1,100000,0,47,19,0.72884,post_filter,0.7224590008263476,1.0,0.9638770499586826,0.45,0.6258306285039436,0.61,False,post_filter,0.9638770499586826
1,100000,0,0,15,0.61144,bitmap_prefilter,18.96100000158185,1.0,0.05194999992090743,0.5,0.5881359775200691,0.61,False,post_filter,0.969860450073611
1,100000,0,3,20,0.75377,post_filter,0.38016599864931777,1.0,0.9809917000675341,0.45,0.6596352706494175,0.61,False,post_filter,0.9809917000675341
1,100000,0,18,12,0.31908,bitmap_prefilter,8.948665999923833,1.0,0.5525667000038084,0.503698754998186,0.5,0.61,False,post_filter,0.969914600114862
1,100000,0,10,6,0.1808,bitmap_prefilter,5.133165999723133,1.0,0.7433417000138434,0.5238835400057724,0.5,0.61,False,post_filter,0.9626374999934342
1,100000,0,17,10,0.2702,bitmap_prefilter,8.173875001375563,1.0,0.5913062499312218,0.5,0.5,0.61,False,post_filter,0.9634792000506422
1,100000,0,35,29,0.95333,post_filter,0.29145900407456793,1.0,0.9854270497962716,0.5,0.5650766501520194,0.61,True,post_filter,0.9854270497962716
1,100000,0,40,5,0.16001,post_filter,0.8692919982422609,1.0,0.956535400087887,0.5,0.5,0.61,False,post_filter,0.956535400087887
1,100000,0,4,12,0.31908,bitmap_prefilter,9.036332998221042,1.0,0.5481833500889479,0.5085855494987482,0.5,0.61,False,post_filter,0.9589875000310712
1,100000,0,44,9,0.24979,bitmap_prefilter,7.163791000493802,1.0,0.6418104499753099,0.5,0.5,0.61,False,post_filter,0.9651124999218155
1,100000,0,36,0,0.05025,bitmap_prefilter,1.5977920047589578,1.0,0.9201103997620521,0.5429210449954553,0.5462666700048431,0.61,False,post_filter,0.964285399983055
1,100000,0,42,16,0.65811,post_filter,0.7038339972496033,1.0,0.9648083001375198,0.45519499999209073,0.5881359775200691,0.61,False,post_filter,0.9648083001375198
