episode,selectivity,bucket_id,q_pre_before,q_post_before,chosen_strategy,was_guardrail,latency_ms,recall,reward,q_pre_after,q_post_after,gt_latency_ms,filter_name
21,0.774129,19,0.9,0.980919,post_filter,False,10.704,1.0,0.643201,0.9,0.947147,26.9136,"overall IN (1,3,5)"
22,0.881823,20,0.9,0.949383,post_filter,False,2.2392,1.0,0.925361,0.9,0.94698,25.2131,"overall IN (1,4,5)"
23,0.680906,18,0.9,1.0,pre_filter,False,41.6393,1.0,0.0,0.81,1.0,27.7912,"overall IN (3,5)"
24,0.270385,5,0.940385,1.0,post_filter,False,4.087,1.0,0.863767,0.940385,0.986377,26.356,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
25,0.050727,0,0.982975,0.982763,pre_filter,False,8.8659,1.0,0.704469,0.955125,0.982763,27.0452,"main_cat IN ('Computers', 'Tools & Home Improvement')"
26,0.12068,1,0.963301,1.0,post_filter,False,1.7737,0.1,0.0,0.963301,0.9,26.8962,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
27,0.929351,21,1.0,0.977061,post_filter,True,4.2706,1.0,0.857646,1.0,0.965119,28.5022,"overall IN (1,2,4,5)"
28,0.230635,3,0.954285,0.911856,pre_filter,False,14.033,1.0,0.532235,0.91208,0.911856,37.9492,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')"
29,0.160682,1,0.963301,0.9,post_filter,False,9.2676,1.0,0.691079,0.963301,0.879108,68.1379,"main_cat IN ('Camera & Photo', 'Computers')"
30,0.70348,19,0.9,0.947147,pre_filter,False,89.4195,1.0,0.0,0.81,0.947147,25.8582,"overall IN (1,5)"
31,0.230635,3,0.91208,0.911856,pre_filter,False,14.1531,1.0,0.528231,0.873695,0.911856,28.8637,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')"
32,0.073033,0,0.955125,0.982763,post_filter,False,5.2253,0.6,0.00834,0.955125,0.885321,27.5688,brand='Tiffen'
33,0.12068,1,0.963301,0.879108,post_filter,False,3.5828,1.0,0.880574,0.963301,0.879254,27.4242,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
34,0.728433,19,0.81,0.947147,post_filter,False,4.1448,1.0,0.861842,0.81,0.938617,27.7952,"overall IN (2,3,5)"
35,0.339351,8,1.0,1.0,pre_filter,False,102.4215,1.0,0.0,0.9,1.0,69.7689,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
36,0.300422,7,0.9,0.925235,post_filter,False,8.2205,1.0,0.725983,0.9,0.90531,95.345,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
37,0.821657,20,0.9,0.94698,post_filter,False,2.9714,1.0,0.900954,0.9,0.942378,26.3847,"overall IN (1,2,3,5)"
38,0.859249,20,0.9,0.942378,post_filter,False,3.7955,1.0,0.873482,0.9,0.935488,27.2151,overall>=3.0
39,0.270385,5,0.940385,0.986377,pre_filter,False,22.3794,1.0,0.254019,0.871749,0.986377,25.8451,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
40,0.339351,8,0.9,1.0,post_filter,False,2.6209,1.0,0.912637,0.9,0.991264,25.6595,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
41,0.728433,19,0.81,0.938617,post_filter,False,3.1882,1.0,0.893725,0.81,0.934128,25.7994,"overall IN (2,3,5)"
42,0.658182,18,0.81,1.0,post_filter,False,2.3751,1.0,0.920829,0.81,0.992083,25.9163,verified=true AND overall>=3.0
43,0.12068,1,0.963301,0.879254,pre_filter,False,47.9118,1.0,0.0,0.866971,0.879254,47.0693,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
44,0.319094,7,0.9,0.90531,post_filter,False,2.1466,0.8,0.166502,0.9,0.831429,26.1708,"overall IN (1,2,4)"
45,0.929351,21,1.0,0.965119,post_filter,True,2.5866,1.0,0.913779,1.0,0.959985,26.0555,"overall IN (1,2,4,5)"
46,0.70348,19,0.81,0.934128,post_filter,False,4.2365,1.0,0.858785,0.81,0.926593,26.289,"overall IN (1,5)"
47,0.180604,1,0.866971,0.879254,post_filter,False,3.6898,0.7,0.041376,0.866971,0.795467,26.7264,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
48,0.230635,3,0.873695,0.911856,post_filter,False,0.9619,0.0,0.0,0.873695,0.820671,35.0235,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')"
49,0.073033,0,0.955125,0.885321,post_filter,False,8.9993,1.0,0.700022,0.955125,0.866791,29.8005,brand='Tiffen'
50,0.7886,19,0.81,0.926593,post_filter,False,2.9396,0.9,0.525294,0.81,0.886463,26.7245,overall>=4.0
51,0.339351,8,0.9,0.991264,post_filter,False,2.6733,1.0,0.910889,0.9,0.983226,28.3335,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
52,0.050727,0,0.955125,0.866791,pre_filter,False,7.5563,1.0,0.748122,0.934424,0.866791,31.9237,"main_cat IN ('Computers', 'Tools & Home Improvement')"
53,0.658182,18,0.81,0.992083,post_filter,False,2.6544,1.0,0.911519,0.81,0.984027,25.8017,verified=true AND overall>=3.0
54,0.952472,21,1.0,0.959985,post_filter,True,2.4096,1.0,0.919679,1.0,0.955955,25.7669,"overall IN (1,3,4,5)"
55,0.859249,20,0.9,0.935488,post_filter,False,2.3466,1.0,0.921781,0.9,0.934117,26.0047,overall>=3.0
56,0.680906,18,0.81,0.984027,post_filter,False,1.8439,0.9,0.546563,0.81,0.94028,26.1811,"overall IN (3,5)"
57,0.774129,19,0.81,0.886463,pre_filter,False,136.7377,1.0,0.0,0.729,0.886463,32.4579,"overall IN (1,3,5)"
58,0.821657,20,0.9,0.934117,pre_filter,False,173.4097,1.0,0.0,0.81,0.934117,29.6281,"overall IN (1,2,3,5)"
59,0.821657,20,0.81,0.934117,post_filter,False,5.5274,1.0,0.815754,0.81,0.922281,29.4246,"overall IN (1,2,3,5)"
60,0.821657,20,0.81,0.922281,pre_filter,False,51.8301,1.0,0.0,0.729,0.922281,25.9749,"overall IN (1,2,3,5)"
61,0.774129,19,0.729,0.886463,post_filter,False,3.2743,1.0,0.890856,0.729,0.886903,26.0235,"overall IN (1,3,5)"
62,0.180604,1,0.866971,0.795467,pre_filter,False,40.0668,1.0,0.0,0.780274,0.795467,25.5808,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
63,0.300422,7,0.9,0.831429,pre_filter,False,31.0174,1.0,0.0,0.81,0.831429,26.4259,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
64,0.339351,8,0.9,0.983226,post_filter,False,4.021,0.8,0.155297,0.9,0.900433,26.6316,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
65,0.092237,0,0.934424,0.866791,post_filter,False,1.8515,1.0,0.938283,0.934424,0.87394,25.9717,main_cat='Home Audio &amp; Theater' AND overall>=3.0
66,0.774129,19,0.729,0.886903,post_filter,False,2.7135,1.0,0.90955,0.729,0.889167,25.2441,"overall IN (1,3,5)"
67,0.952472,21,1.0,0.955955,post_filter,True,1.5907,1.0,0.946978,1.0,0.955057,32.2108,"overall IN (1,3,4,5)"
68,0.270385,5,0.871749,0.986377,post_filter,False,2.8208,1.0,0.905975,0.871749,0.978336,34.5967,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
69,0.728433,19,0.729,0.889167,post_filter,False,6.478,1.0,0.784067,0.729,0.878657,33.3307,"overall IN (2,3,5)"
70,0.270385,5,0.871749,0.978336,post_filter,False,21.435,1.0,0.285501,0.871749,0.909053,35.5542,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
71,0.774129,19,0.729,0.878657,post_filter,False,13.753,1.0,0.541568,0.729,0.844948,29.5934,"overall IN (1,3,5)"
72,0.906777,21,1.0,0.955057,post_filter,True,24.5112,0.9,0.106549,1.0,0.870206,41.35,overall>=2.0
73,0.12068,1,0.780274,0.795467,pre_filter,False,23.875,1.0,0.204165,0.722663,0.795467,39.0252,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
74,0.821657,20,0.729,0.922281,pre_filter,False,74.8192,1.0,0.0,0.6561,0.922281,28.4241,"overall IN (1,2,3,5)"
75,0.929351,21,1.0,0.870206,post_filter,True,1.9023,0.0,0.0,1.0,0.783185,26.2779,"overall IN (1,2,4,5)"
76,0.248992,4,1.0,0.985031,pre_filter,False,31.9585,1.0,0.0,0.9,0.985031,27.972,"overall IN (3,4)"
77,0.658182,18,0.81,0.94028,post_filter,False,4.7746,1.0,0.840847,0.81,0.930337,26.6175,verified=true AND overall>=3.0
78,0.248992,4,0.9,0.985031,post_filter,False,3.4488,1.0,0.88504,0.9,0.975032,25.8954,"overall IN (3,4)"
79,0.774129,19,0.729,0.844948,post_filter,False,2.8628,1.0,0.904572,0.729,0.850911,25.8367,"overall IN (1,3,5)"
80,0.339351,8,0.9,0.900433,post_filter,False,3.7188,1.0,0.876039,0.9,0.897994,26.1467,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
81,0.270385,5,0.871749,0.909053,pre_filter,False,48.9769,1.0,0.0,0.784574,0.909053,27.3756,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
82,0.319094,7,0.81,0.831429,post_filter,False,3.6987,1.0,0.876711,0.81,0.835957,26.6834,"overall IN (1,2,4)"
83,0.7886,19,0.729,0.850911,post_filter,False,5.5825,1.0,0.813917,0.729,0.847211,25.5646,overall>=4.0
84,0.248992,4,0.9,0.975032,post_filter,False,2.8016,0.9,0.527973,0.9,0.930326,26.1087,"overall IN (3,4)"
85,0.680906,18,0.81,0.930337,post_filter,False,1.009,0.0,0.0,0.81,0.837303,26.0005,"overall IN (3,5)"
86,0.140751,1,0.722663,0.795467,pre_filter,False,12.9498,1.0,0.568339,0.70723,0.795467,27.2369,overall<=2.0
87,0.180604,1,0.70723,0.795467,pre_filter,False,10.8595,1.0,0.638018,0.700309,0.795467,25.2656,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
88,0.339351,8,0.9,0.897994,pre_filter,False,39.79,1.0,0.0,0.81,0.897994,25.2825,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
89,0.774129,19,0.729,0.847211,post_filter,False,2.4092,1.0,0.919692,0.729,0.854459,25.7753,"overall IN (1,3,5)"
90,0.319094,7,0.81,0.835957,post_filter,False,1.9226,1.0,0.935914,0.81,0.845953,25.1197,"overall IN (1,2,4)"
91,0.774129,19,0.729,0.854459,post_filter,False,2.0635,1.0,0.931217,0.729,0.862135,25.4365,"overall IN (1,3,5)"
92,0.821657,20,0.6561,0.922281,post_filter,False,2.5326,1.0,0.915579,0.6561,0.921611,25.3679,"overall IN (1,2,3,5)"
93,0.929351,21,1.0,0.783185,post_filter,True,1.7884,1.0,0.940386,1.0,0.798905,24.9372,"overall IN (1,2,4,5)"
94,0.160682,1,0.700309,0.795467,post_filter,False,2.9994,1.0,0.900021,0.700309,0.805922,25.0489,"main_cat IN ('Camera & Photo', 'Computers')"
95,0.728433,19,0.729,0.862135,post_filter,False,1.9857,1.0,0.933811,0.729,0.869303,24.8856,"overall IN (2,3,5)"
96,0.70348,19,0.729,0.869303,post_filter,False,2.7308,1.0,0.908975,0.729,0.87327,24.9808,"overall IN (1,5)"
97,0.248992,4,0.9,0.930326,post_filter,False,2.651,1.0,0.911633,0.9,0.928457,24.7427,"overall IN (3,4)"
98,0.319094,7,0.81,0.845953,post_filter,False,2.3515,1.0,0.921615,0.81,0.853519,24.9802,"overall IN (1,2,4)"
99,0.680906,18,0.81,0.837303,pre_filter,False,40.5065,1.0,0.0,0.729,0.837303,24.8659,"overall IN (3,5)"
100,0.881823,20,0.6561,0.921611,post_filter,False,1.8452,1.0,0.938492,0.6561,0.923299,25.3357,"overall IN (1,4,5)"
101,0.050727,0,0.934424,0.87394,post_filter,False,2.8938,0.7,0.042628,0.934424,0.790809,25.6249,"main_cat IN ('Computers', 'Tools & Home Improvement')"
102,0.248992,4,0.9,0.928457,post_filter,False,1.8943,1.0,0.936857,0.9,0.929297,29.9271,"overall IN (3,4)"
103,0.248992,4,0.9,0.929297,post_filter,False,2.4743,1.0,0.917524,0.9,0.928119,26.2038,"overall IN (3,4)"
104,0.180604,1,0.700309,0.805922,post_filter,False,1.2159,1.0,0.959469,0.700309,0.821277,25.2682,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
105,0.339351,8,0.81,0.897994,post_filter,False,2.448,1.0,0.918399,0.81,0.900034,26.9415,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
106,0.859249,20,0.6561,0.923299,post_filter,False,1.4263,1.0,0.952456,0.6561,0.926215,24.9167,overall>=3.0
107,0.70348,19,0.729,0.87327,post_filter,False,1.9877,1.0,0.933744,0.729,0.879317,24.8063,"overall IN (1,5)"
108,0.728433,19,0.729,0.879317,post_filter,False,1.3154,1.0,0.956154,0.729,0.887001,24.8539,"overall IN (2,3,5)"
109,0.751008,19,0.729,0.887001,post_filter,False,1.3955,0.9,0.555267,0.729,0.853828,25.119,"overall IN (1,2,5)"
110,0.270385,5,0.784574,0.909053,pre_filter,False,15.3302,1.0,0.488994,0.755016,0.909053,25.9503,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
111,0.389743,11,1.0,1.0,pre_filter,False,81.3307,1.0,0.0,0.9,1.0,48.6725,overall<=4.0
112,0.389743,11,0.9,1.0,post_filter,False,1.5704,1.0,0.947653,0.9,0.994765,27.9692,overall<=4.0
113,0.389743,11,0.9,0.994765,pre_filter,False,31.4718,1.0,0.0,0.81,0.994765,25.6804,overall<=4.0
114,0.774129,19,0.729,0.853828,post_filter,False,1.8341,1.0,0.938864,0.729,0.862331,25.4185,"overall IN (1,3,5)"
115,0.180604,1,0.700309,0.821277,post_filter,False,1.6148,0.9,0.55101,0.700309,0.79425,24.7439,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
116,0.658182,18,0.729,0.837303,post_filter,False,1.2721,1.0,0.957597,0.729,0.849333,25.3696,verified=true AND overall>=3.0
117,0.610257,18,0.729,0.849333,post_filter,False,1.2235,1.0,0.959215,0.729,0.860321,25.0216,overall>=5.0
118,0.859249,20,0.6561,0.926215,post_filter,False,1.3916,1.0,0.953614,0.6561,0.928955,27.1393,overall>=3.0
119,0.929351,21,1.0,0.798905,post_filter,True,1.602,1.0,0.946599,1.0,0.813675,26.0248,"overall IN (1,2,4,5)"
120,0.859249,20,0.6561,0.928955,post_filter,False,1.4118,1.0,0.95294,0.6561,0.931353,25.1228,overall>=3.0
121,0.821657,20,0.6561,0.931353,post_filter,False,1.6723,1.0,0.944256,0.6561,0.932643,26.6786,"overall IN (1,2,3,5)"
122,0.160682,1,0.700309,0.79425,post_filter,False,1.2377,1.0,0.958744,0.700309,0.8107,25.0824,"main_cat IN ('Camera & Photo', 'Computers')"
123,0.774129,19,0.729,0.862331,post_filter,False,1.3955,1.0,0.953485,0.729,0.871447,25.1796,"overall IN (1,3,5)"
124,0.092237,0,0.934424,0.790809,pre_filter,False,9.0079,1.0,0.699736,0.910956,0.790809,25.686,main_cat='Home Audio &amp; Theater' AND overall>=3.0
125,0.248992,4,0.9,0.928119,pre_filter,False,22.8104,1.0,0.239654,0.833965,0.928119,24.9878,"overall IN (3,4)"
126,0.658182,18,0.729,0.860321,post_filter,False,1.0875,1.0,0.96375,0.729,0.870664,24.8616,verified=true AND overall>=3.0
127,0.774129,19,0.729,0.871447,post_filter,False,1.3248,1.0,0.95584,0.729,0.879886,24.9612,"overall IN (1,3,5)"
128,0.751008,19,0.729,0.879886,post_filter,False,1.0412,1.0,0.965293,0.729,0.888427,24.993,"overall IN (1,2,5)"
129,0.728433,19,0.729,0.888427,post_filter,False,1.1197,1.0,0.962675,0.729,0.895851,24.6434,"overall IN (2,3,5)"
130,0.270385,5,0.755016,0.909053,post_filter,False,1.3248,1.0,0.95584,0.755016,0.913732,26.0847,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
131,0.092237,0,0.910956,0.790809,pre_filter,False,6.3151,1.0,0.789496,0.89881,0.790809,27.542,main_cat='Home Audio &amp; Theater' AND overall>=3.0
132,0.881823,20,0.6561,0.932643,post_filter,False,2.7785,1.0,0.907385,0.6561,0.930118,29.0792,"overall IN (1,4,5)"
133,0.836128,20,0.6561,0.930118,post_filter,False,1.3568,1.0,0.954772,0.6561,0.932583,28.5382,"overall IN (2,4,5)"
134,0.210713,2,0.948527,0.978606,pre_filter,False,13.6326,1.0,0.545579,0.908233,0.978606,30.2382,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
135,0.774129,19,0.729,0.895851,post_filter,False,4.3728,1.0,0.854239,0.729,0.89169,28.966,"overall IN (1,3,5)"
136,0.248992,4,0.833965,0.928119,post_filter,False,2.525,1.0,0.915832,0.833965,0.926891,76.7132,"overall IN (3,4)"
137,0.210713,2,0.908233,0.978606,pre_filter,False,12.3954,1.0,0.586819,0.876091,0.978606,26.5793,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
138,0.859249,20,0.6561,0.932583,post_filter,False,4.4561,1.0,0.851464,0.6561,0.924471,28.7789,overall>=3.0
139,0.180604,1,0.700309,0.8107,post_filter,False,1.8255,0.9,0.546919,0.700309,0.784322,29.3349,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
140,0.140751,1,0.700309,0.784322,post_filter,False,2.8677,1.0,0.904408,0.700309,0.79633,25.3893,overall<=2.0
141,0.050727,0,0.89881,0.790809,pre_filter,False,11.269,1.0,0.624367,0.871365,0.790809,25.8441,"main_cat IN ('Computers', 'Tools & Home Improvement')"
142,0.073033,0,0.871365,0.790809,pre_filter,False,5.6808,1.0,0.81064,0.865293,0.790809,27.7956,brand='Tiffen'
143,0.210713,2,0.876091,0.978606,post_filter,False,2.557,0.8,0.164049,0.876091,0.89715,26.0318,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
144,0.610257,18,0.729,0.870664,post_filter,False,1.5098,1.0,0.949674,0.729,0.878565,25.7766,overall>=5.0
145,0.728433,19,0.729,0.89169,post_filter,False,2.0198,1.0,0.932672,0.729,0.895788,25.168,"overall IN (2,3,5)"
146,0.906777,21,1.0,0.813675,post_filter,True,1.6105,1.0,0.946317,1.0,0.826939,26.7507,overall>=2.0
147,0.836128,20,0.6561,0.924471,post_filter,False,2.0838,1.0,0.93054,0.6561,0.925078,28.739,"overall IN (2,4,5)"
148,0.092237,0,0.865293,0.790809,pre_filter,False,6.8067,1.0,0.77311,0.856074,0.790809,30.0704,main_cat='Home Audio &amp; Theater' AND overall>=3.0
149,0.389743,11,0.81,0.994765,post_filter,False,4.1463,0.9,0.50187,0.81,0.945476,30.4647,overall<=4.0
150,0.339351,8,0.81,0.900034,post_filter,False,2.5688,1.0,0.914375,0.81,0.901468,31.3567,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
151,0.929351,21,1.0,0.826939,post_filter,True,2.2174,1.0,0.926086,1.0,0.836854,27.4665,"overall IN (1,2,4,5)"
152,0.751008,19,0.729,0.895788,post_filter,False,2.256,1.0,0.9248,0.729,0.89869,27.6219,"overall IN (1,2,5)"
153,0.70348,19,0.729,0.89869,post_filter,False,7.56,1.0,0.748001,0.729,0.883621,28.1435,"overall IN (1,5)"
154,0.180604,1,0.700309,0.79633,post_filter,False,3.2107,1.0,0.892976,0.700309,0.805995,26.9484,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
155,0.7886,19,0.729,0.883621,post_filter,False,3.0286,1.0,0.899046,0.729,0.885163,26.0664,overall>=4.0
156,0.7886,19,0.729,0.885163,post_filter,False,1.9447,1.0,0.935176,0.729,0.890165,25.6288,overall>=4.0
157,0.319094,7,0.81,0.853519,pre_filter,False,39.3965,1.0,0.0,0.729,0.853519,26.4704,"overall IN (1,2,4)"
158,0.610257,18,0.729,0.878565,post_filter,False,1.7648,1.0,0.941172,0.729,0.884826,28.0125,overall>=5.0
159,0.319094,7,0.729,0.853519,post_filter,False,1.8579,1.0,0.938071,0.729,0.861974,26.5376,"overall IN (1,2,4)"
160,0.210713,2,0.876091,0.89715,pre_filter,False,22.9147,1.0,0.236176,0.8121,0.89715,25.9745,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
161,0.140751,1,0.700309,0.805995,post_filter,False,2.1867,0.5,0.001512,0.700309,0.725547,25.2248,overall<=2.0
162,0.751008,19,0.729,0.890165,post_filter,False,1.1881,1.0,0.960396,0.729,0.897188,25.4273,"overall IN (1,2,5)"
163,0.7886,19,0.729,0.897188,post_filter,False,1.3759,1.0,0.954136,0.729,0.902883,24.9335,overall>=4.0
164,0.050727,0,0.856074,0.790809,pre_filter,False,3.1754,1.0,0.894154,0.859882,0.790809,24.926,"main_cat IN ('Computers', 'Tools & Home Improvement')"
165,0.929351,21,1.0,0.836854,post_filter,True,1.4011,1.0,0.953296,1.0,0.848498,24.8975,"overall IN (1,2,4,5)"
166,0.836128,20,0.6561,0.925078,post_filter,False,1.6584,0.9,0.550164,0.6561,0.887587,24.9323,"overall IN (2,4,5)"
167,0.906777,21,1.0,0.848498,post_filter,True,1.3511,1.0,0.954962,1.0,0.859144,24.8374,overall>=2.0
168,0.836128,20,0.6561,0.887587,post_filter,False,1.3279,1.0,0.955736,0.6561,0.894402,26.7203,"overall IN (2,4,5)"
169,0.929351,21,1.0,0.859144,post_filter,True,1.21,1.0,0.959665,1.0,0.869196,26.1379,"overall IN (1,2,4,5)"
170,0.12068,1,0.700309,0.725547,post_filter,False,1.998,1.0,0.933399,0.700309,0.746332,26.5825,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
171,0.836128,20,0.6561,0.894402,post_filter,False,1.333,1.0,0.955567,0.6561,0.900518,24.7151,"overall IN (2,4,5)"
172,0.339351,8,0.81,0.901468,pre_filter,False,69.521,1.0,0.0,0.729,0.901468,24.8732,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
173,0.210713,2,0.8121,0.89715,post_filter,False,1.0768,0.0,0.0,0.8121,0.807435,25.5744,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
174,0.160682,1,0.700309,0.746332,post_filter,False,1.5609,0.3,9e-06,0.700309,0.6717,25.4069,"main_cat IN ('Camera & Photo', 'Computers')"
175,0.859249,20,0.6561,0.900518,post_filter,False,1.307,1.0,0.956435,0.6561,0.90611,24.8954,overall>=3.0
176,0.7886,19,0.729,0.902883,post_filter,False,1.5639,1.0,0.947871,0.729,0.907381,25.4112,overall>=4.0
177,0.658182,18,0.729,0.884826,post_filter,False,0.8073,1.0,0.97309,0.729,0.893652,24.8787,verified=true AND overall>=3.0
178,0.389743,11,0.81,0.945476,post_filter,False,1.1956,1.0,0.960147,0.81,0.946943,25.6262,overall<=4.0
179,0.073033,0,0.859882,0.790809,post_filter,False,1.4272,0.0,0.0,0.859882,0.711728,27.1673,brand='Tiffen'
180,0.680906,18,0.729,0.893652,pre_filter,False,119.9341,1.0,0.0,0.6561,0.893652,24.8439,"overall IN (3,5)"
181,0.210713,2,0.8121,0.807435,pre_filter,False,13.233,1.0,0.558901,0.78678,0.807435,25.0731,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
182,0.952472,21,1.0,0.869196,post_filter,True,1.3119,1.0,0.956271,1.0,0.877904,25.9856,"overall IN (1,3,4,5)"
183,0.906777,21,1.0,0.877904,post_filter,True,0.9827,1.0,0.967242,1.0,0.886838,25.1559,overall>=2.0
184,0.12068,1,0.700309,0.6717,pre_filter,False,10.6642,1.0,0.644526,0.694731,0.6717,26.2222,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
185,0.389743,11,0.81,0.946943,post_filter,False,1.3535,1.0,0.954883,0.81,0.947737,31.0462,overall<=4.0
