episode,selectivity,bucket_id,q_pre_before,q_post_before,chosen_strategy,was_guardrail,latency_ms,recall,reward,q_pre_after,q_post_after,gt_latency_ms,filter_name
83,0.728433,19,0.9,0.950244,post_filter,False,0.8703,1.0,0.970989,0.9,0.952318,25.4005,"overall IN (2,3,5)"
84,0.658182,18,0.81,0.925959,post_filter,False,0.8985,1.0,0.970049,0.81,0.930368,24.9358,verified=true AND overall>=3.0
85,0.339351,8,0.9,0.996628,post_filter,False,0.3074,0.0,0.0,0.9,0.896965,24.9893,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
86,0.12068,1,0.662871,0.700209,post_filter,False,0.9154,1.0,0.969486,0.662871,0.727136,25.268,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
87,0.836128,20,0.81,0.98295,post_filter,False,0.3728,1.0,0.987572,0.81,0.983412,25.0558,"overall IN (2,4,5)"
88,0.248992,4,0.9,0.996806,post_filter,False,0.3753,1.0,0.987492,0.9,0.995875,25.233,"overall IN (3,4)"
89,0.210713,2,0.9,0.86157,pre_filter,False,31.5992,1.0,0.0,0.81,0.86157,24.7931,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
90,0.248992,4,0.9,0.995875,post_filter,False,0.759,1.0,0.9747,0.9,0.993757,25.0634,"overall IN (3,4)"
91,0.12068,1,0.662871,0.727136,post_filter,False,1.2172,0.8,0.172058,0.662871,0.671629,25.4008,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
92,0.073033,0,0.863399,0.803709,pre_filter,False,13.5479,0.6,0.005538,0.777613,0.803709,25.3572,brand='Tiffen'
93,0.210713,2,0.81,0.86157,post_filter,False,1.1343,0.7,0.045395,0.81,0.779952,25.0768,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
94,0.339351,8,0.9,0.896965,post_filter,False,0.8865,1.0,0.97045,0.9,0.904314,25.0795,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
95,0.751008,19,0.9,0.952318,post_filter,False,0.8897,1.0,0.970343,0.9,0.954121,24.8803,"overall IN (1,2,5)"
96,0.859249,20,0.81,0.983412,post_filter,False,0.957,1.0,0.968099,0.81,0.981881,24.9744,overall>=3.0
97,0.728433,19,0.9,0.954121,post_filter,False,0.9617,1.0,0.967942,0.9,0.955503,25.1042,"overall IN (2,3,5)"
98,0.389743,11,0.9,0.995332,post_filter,False,0.883,1.0,0.970565,0.9,0.992855,25.0443,overall<=4.0
99,0.092237,0,0.777613,0.803709,post_filter,False,0.952,1.0,0.968268,0.777613,0.820165,24.7687,main_cat='Home Audio &amp; Theater' AND overall>=3.0
100,0.12068,1,0.662871,0.671629,post_filter,False,0.8462,1.0,0.971792,0.662871,0.701645,24.8978,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
101,0.881823,20,0.81,0.981881,post_filter,False,0.965,1.0,0.967832,0.81,0.980476,24.7708,"overall IN (1,4,5)"
102,0.929351,21,1.0,0.890625,post_filter,True,0.4919,0.9,0.572808,1.0,0.858843,25.1137,"overall IN (1,2,4,5)"
103,0.610257,18,0.81,0.930368,pre_filter,False,35.9124,1.0,0.0,0.729,0.930368,25.131,overall>=5.0
104,0.728433,19,0.9,0.955503,post_filter,False,0.6782,1.0,0.977394,0.9,0.957692,25.0091,"overall IN (2,3,5)"
105,0.680906,18,0.729,0.930368,post_filter,False,0.6428,0.9,0.569879,0.729,0.894319,25.8164,"overall IN (3,5)"
106,0.050727,0,0.777613,0.820165,post_filter,False,1.1752,0.1,0.0,0.777613,0.738148,25.5135,"main_cat IN ('Computers', 'Tools & Home Improvement')"
107,0.751008,19,0.9,0.957692,post_filter,False,0.771,1.0,0.974301,0.9,0.959353,24.8176,"overall IN (1,2,5)"
108,0.658182,18,0.729,0.894319,post_filter,False,1.0529,1.0,0.964904,0.729,0.901378,25.0717,verified=true AND overall>=3.0
109,0.70348,19,0.9,0.959353,pre_filter,False,47.09,1.0,0.0,0.81,0.959353,25.2797,"overall IN (1,5)"
110,0.210713,2,0.81,0.779952,pre_filter,False,22.7048,1.0,0.243174,0.753317,0.779952,25.0427,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
111,0.7886,19,0.81,0.959353,pre_filter,False,27.744,1.0,0.075201,0.73652,0.959353,25.1616,overall>=4.0
112,0.140751,1,0.662871,0.701645,post_filter,False,1.105,1.0,0.963167,0.662871,0.727797,25.8409,overall<=2.0
113,0.248992,4,0.9,0.993757,post_filter,False,0.9532,1.0,0.968226,0.9,0.991204,24.9621,"overall IN (3,4)"
114,0.339351,8,0.9,0.904314,post_filter,False,0.6502,1.0,0.978328,0.9,0.911715,24.9998,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
115,0.050727,0,0.777613,0.738148,pre_filter,False,10.1336,1.0,0.662212,0.766073,0.738148,24.969,"main_cat IN ('Computers', 'Tools & Home Improvement')"
116,0.728433,19,0.73652,0.959353,post_filter,False,0.5758,1.0,0.980806,0.73652,0.961498,24.8696,"overall IN (2,3,5)"
117,0.300422,7,0.81,0.957717,post_filter,False,0.6565,1.0,0.978117,0.81,0.959757,24.7652,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
118,0.210713,2,0.753317,0.779952,post_filter,False,1.1061,1.0,0.963131,0.753317,0.79827,24.8423,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
119,0.70348,19,0.73652,0.961498,pre_filter,False,54.4521,1.0,0.0,0.662868,0.961498,25.1955,"overall IN (1,5)"
120,0.339351,8,0.9,0.911715,post_filter,False,0.7999,1.0,0.973337,0.9,0.917877,25.0808,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
121,0.160682,1,0.662871,0.727797,post_filter,False,0.9666,1.0,0.967779,0.662871,0.751795,25.1157,"main_cat IN ('Camera & Photo', 'Computers')"
122,0.774129,19,0.662868,0.961498,pre_filter,False,100.6555,1.0,0.0,0.596581,0.961498,24.9973,"overall IN (1,3,5)"
123,0.774129,19,0.596581,0.961498,post_filter,False,0.8552,1.0,0.971493,0.596581,0.962498,24.9332,"overall IN (1,3,5)"
124,0.092237,0,0.766073,0.738148,post_filter,False,0.874,1.0,0.970867,0.766073,0.76142,25.093,main_cat='Home Audio &amp; Theater' AND overall>=3.0
125,0.658182,18,0.729,0.901378,post_filter,False,0.5531,1.0,0.981563,0.729,0.909396,26.6206,verified=true AND overall>=3.0
126,0.300422,7,0.81,0.959757,post_filter,False,1.2353,1.0,0.958822,0.81,0.959663,33.6933,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
127,0.092237,0,0.766073,0.76142,pre_filter,False,10.2443,1.0,0.658524,0.755318,0.76142,25.0923,main_cat='Home Audio &amp; Theater' AND overall>=3.0
128,0.658182,18,0.729,0.909396,post_filter,False,0.8832,1.0,0.97056,0.729,0.915513,24.8002,verified=true AND overall>=3.0
129,0.680906,18,0.729,0.915513,pre_filter,False,94.344,1.0,0.0,0.6561,0.915513,25.0091,"overall IN (3,5)"
130,0.658182,18,0.6561,0.915513,post_filter,False,0.587,1.0,0.980435,0.6561,0.922005,25.0935,verified=true AND overall>=3.0
131,0.859249,20,0.81,0.980476,post_filter,False,0.7967,1.0,0.973443,0.81,0.979772,25.0843,overall>=3.0
132,0.658182,18,0.6561,0.922005,post_filter,False,0.7466,1.0,0.975114,0.6561,0.927316,25.1788,verified=true AND overall>=3.0
133,0.680906,18,0.6561,0.927316,post_filter,False,0.7683,1.0,0.974392,0.6561,0.932023,25.0688,"overall IN (3,5)"
134,0.050727,0,0.755318,0.76142,post_filter,False,0.4282,1.0,0.985728,0.755318,0.783851,25.0651,"main_cat IN ('Computers', 'Tools & Home Improvement')"
135,0.319094,7,0.81,0.959663,post_filter,False,0.7068,1.0,0.97644,0.81,0.961341,25.0465,"overall IN (1,2,4)"
136,0.906777,21,1.0,0.858843,post_filter,True,0.7678,1.0,0.974406,1.0,0.870399,25.0877,overall>=2.0
137,0.610257,18,0.6561,0.932023,post_filter,False,0.8703,1.0,0.97099,0.6561,0.93592,25.1085,overall>=5.0
138,0.073033,0,0.755318,0.783851,post_filter,False,1.205,0.8,0.172131,0.755318,0.722679,25.5025,brand='Tiffen'
139,0.751008,19,0.596581,0.962498,post_filter,False,0.3898,0.9,0.574789,0.596581,0.923727,24.93,"overall IN (1,2,5)"
140,0.319094,7,0.81,0.961341,post_filter,False,0.9071,1.0,0.969764,0.81,0.962183,24.8896,"overall IN (1,2,4)"
141,0.300422,7,0.81,0.962183,post_filter,False,0.4306,1.0,0.985646,0.81,0.964529,25.968,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
142,0.230635,3,0.9,0.994136,post_filter,False,1.1616,0.9,0.559808,0.9,0.950703,25.5157,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')"
143,0.821657,20,0.81,0.979772,post_filter,False,0.7819,1.0,0.973936,0.81,0.979189,25.0599,"overall IN (1,2,3,5)"
144,0.050727,0,0.755318,0.722679,post_filter,False,0.635,0.9,0.570029,0.755318,0.707414,25.1189,"main_cat IN ('Computers', 'Tools & Home Improvement')"
145,0.300422,7,0.81,0.964529,post_filter,False,0.9723,1.0,0.967589,0.81,0.964835,24.8648,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
146,0.859249,20,0.81,0.979189,post_filter,False,0.7837,1.0,0.973876,0.81,0.978658,24.651,overall>=3.0
147,0.092237,0,0.755318,0.707414,pre_filter,False,6.6968,1.0,0.776775,0.757464,0.707414,24.9619,main_cat='Home Audio &amp; Theater' AND overall>=3.0
148,0.300422,7,0.81,0.964835,post_filter,False,0.9477,1.0,0.96841,0.81,0.965193,25.0841,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
149,0.210713,2,0.753317,0.79827,post_filter,False,0.6419,1.0,0.978604,0.753317,0.816304,25.052,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
150,0.821657,20,0.81,0.978658,post_filter,False,0.9686,1.0,0.967713,0.81,0.977563,24.8931,"overall IN (1,2,3,5)"
151,0.774129,19,0.596581,0.923727,post_filter,False,0.8364,1.0,0.972119,0.596581,0.928566,24.9336,"overall IN (1,3,5)"
152,0.751008,19,0.596581,0.928566,post_filter,False,0.9413,1.0,0.968622,0.596581,0.932572,25.108,"overall IN (1,2,5)"
153,0.12068,1,0.662871,0.751795,post_filter,False,1.0348,0.5,0.001575,0.662871,0.676773,25.0156,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
154,0.836128,20,0.81,0.977563,post_filter,False,0.6216,1.0,0.979279,0.81,0.977735,25.0042,"overall IN (2,4,5)"
155,0.70348,19,0.596581,0.932572,post_filter,False,0.8561,1.0,0.971463,0.596581,0.936461,25.0308,"overall IN (1,5)"
156,0.821657,20,0.81,0.977735,post_filter,False,0.7714,1.0,0.974288,0.81,0.97739,24.9682,"overall IN (1,2,3,5)"
157,0.836128,20,0.81,0.97739,post_filter,False,0.657,1.0,0.9781,0.81,0.977461,24.9307,"overall IN (2,4,5)"
158,0.270385,5,0.950041,0.900985,pre_filter,False,30.0632,1.0,0.0,0.855037,0.900985,25.166,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
159,0.140751,1,0.662871,0.676773,post_filter,False,0.9076,1.0,0.969747,0.662871,0.706071,24.8778,overall<=2.0
160,0.073033,0,0.757464,0.707414,pre_filter,False,14.3616,0.4,9.1e-05,0.681726,0.707414,25.9779,brand='Tiffen'
161,0.300422,7,0.81,0.965193,post_filter,False,0.9,0.9,0.564887,0.81,0.925162,25.0315,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
162,0.680906,18,0.6561,0.93592,post_filter,False,0.5306,1.0,0.982314,0.6561,0.940559,24.9771,"overall IN (3,5)"
163,0.270385,5,0.855037,0.900985,post_filter,False,0.8177,1.0,0.972742,0.855037,0.908161,24.7545,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
164,0.881823,20,0.81,0.977461,post_filter,False,0.685,1.0,0.977168,0.81,0.977432,24.8337,"overall IN (1,4,5)"
165,0.751008,19,0.596581,0.936461,post_filter,False,0.8263,1.0,0.972456,0.596581,0.94006,24.8408,"overall IN (1,2,5)"
166,0.160682,1,0.662871,0.706071,post_filter,False,0.7796,1.0,0.974012,0.662871,0.732865,24.9855,"main_cat IN ('Camera & Photo', 'Computers')"
167,0.881823,20,0.81,0.977432,post_filter,False,0.9506,1.0,0.968314,0.81,0.97652,25.016,"overall IN (1,4,5)"
168,0.836128,20,0.81,0.97652,post_filter,False,0.762,1.0,0.974599,0.81,0.976328,24.994,"overall IN (2,4,5)"
169,0.774129,19,0.596581,0.94006,post_filter,False,0.5197,1.0,0.982676,0.596581,0.944322,25.1166,"overall IN (1,3,5)"
170,0.389743,11,0.9,0.992855,post_filter,False,0.8485,1.0,0.971717,0.9,0.990741,24.936,overall<=4.0
171,0.7886,19,0.596581,0.944322,post_filter,False,0.9493,0.9,0.563928,0.596581,0.906282,24.9436,overall>=4.0
172,0.610257,18,0.6561,0.940559,post_filter,False,0.9939,1.0,0.966871,0.6561,0.94319,24.8842,overall>=5.0
173,0.751008,19,0.596581,0.906282,post_filter,False,0.4409,0.0,0.0,0.596581,0.815654,25.3141,"overall IN (1,2,5)"
174,0.160682,1,0.662871,0.732865,post_filter,False,1.2636,0.3,9e-06,0.662871,0.659579,25.5133,"main_cat IN ('Camera & Photo', 'Computers')"
175,0.859249,20,0.81,0.976328,post_filter,False,0.9013,1.0,0.969956,0.81,0.975691,25.5756,overall>=3.0
176,0.140751,1,0.662871,0.659579,pre_filter,False,25.241,0.4,2.8e-05,0.596586,0.659579,26.9483,overall<=2.0
177,0.092237,0,0.681726,0.707414,pre_filter,False,6.9397,1.0,0.768676,0.690421,0.707414,24.9721,main_cat='Home Audio &amp; Theater' AND overall>=3.0
178,0.7886,19,0.596581,0.815654,post_filter,False,0.937,1.0,0.968767,0.596581,0.830965,24.8372,overall>=4.0
179,0.836128,20,0.81,0.975691,post_filter,False,0.8062,1.0,0.973128,0.81,0.975434,24.7326,"overall IN (2,4,5)"
180,0.389743,11,0.9,0.990741,post_filter,False,0.787,1.0,0.973765,0.9,0.989044,24.7461,overall<=4.0
181,0.073033,0,0.690421,0.707414,post_filter,False,1.0222,0.0,0.0,0.690421,0.636673,25.5536,brand='Tiffen'
182,0.248992,4,0.9,0.991204,post_filter,False,0.8949,1.0,0.970171,0.9,0.989101,24.8557,"overall IN (3,4)"
183,0.180604,1,0.596586,0.659579,post_filter,False,0.873,0.9,0.56541,0.596586,0.650162,25.4105,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
184,0.073033,0,0.690421,0.636673,pre_filter,False,10.4028,0.5,0.001065,0.621486,0.636673,25.7167,brand='Tiffen'
185,0.859249,20,0.81,0.975434,post_filter,False,0.8352,1.0,0.97216,0.81,0.975107,24.982,overall>=3.0
186,0.180604,1,0.596586,0.650162,post_filter,False,0.8145,1.0,0.97285,0.596586,0.682431,25.0857,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
187,0.929351,21,1.0,0.870399,post_filter,True,0.6265,1.0,0.979118,1.0,0.881271,24.895,"overall IN (1,2,4,5)"
188,0.073033,0,0.621486,0.636673,post_filter,False,1.0617,0.9,0.561747,0.621486,0.62918,24.971,brand='Tiffen'
