episode,selectivity,bucket_id,q_pre_before,q_post_before,chosen_strategy,was_guardrail,latency_ms,recall,reward,q_pre_after,q_post_after,gt_latency_ms,filter_name
57,0.859249,20,0.81,0.984458,post_filter,False,6.2226,1.0,0.792581,0.81,0.965271,28.4598,overall>=3.0
58,0.140751,1,0.913349,0.870561,pre_filter,False,22.9407,1.0,0.23531,0.845545,0.870561,37.7185,overall<=2.0
59,0.140751,1,0.845545,0.870561,post_filter,False,7.3972,1.0,0.753428,0.845545,0.858847,25.1209,overall<=2.0
60,0.073033,0,0.937564,0.973487,post_filter,False,6.6297,0.7,0.036753,0.937564,0.879813,25.2827,brand='Tiffen'
61,0.248992,4,0.9,1.0,post_filter,False,4.6619,1.0,0.844603,0.9,0.98446,25.0335,"overall IN (3,4)"
62,0.952472,21,1.0,0.846621,post_filter,True,4.5253,1.0,0.849157,1.0,0.846875,25.1981,"overall IN (1,3,4,5)"
63,0.881823,20,0.81,0.965271,post_filter,False,4.3976,1.0,0.853413,0.81,0.954085,24.9843,"overall IN (1,4,5)"
64,0.610257,18,0.81,0.869647,pre_filter,False,37.9289,1.0,0.0,0.729,0.869647,24.7792,overall>=5.0
65,0.7886,19,0.81,0.960722,post_filter,False,2.4233,1.0,0.919225,0.81,0.956573,25.034,overall>=4.0
66,0.881823,20,0.81,0.954085,post_filter,False,3.9763,1.0,0.867457,0.81,0.945422,25.1391,"overall IN (1,4,5)"
67,0.140751,1,0.845545,0.858847,post_filter,False,3.1316,0.2,0.0,0.845545,0.772963,28.188,overall<=2.0
68,0.836128,20,0.81,0.945422,post_filter,False,3.1549,1.0,0.894836,0.81,0.940363,24.9758,"overall IN (2,4,5)"
69,0.7886,19,0.81,0.956573,post_filter,False,3.4712,0.9,0.514975,0.81,0.912413,25.287,overall>=4.0
70,0.610257,18,0.729,0.869647,post_filter,False,2.7992,1.0,0.906693,0.729,0.873351,25.1328,overall>=5.0
71,0.389743,11,0.9,0.993436,post_filter,False,3.3477,1.0,0.88841,0.9,0.982934,25.2176,overall<=4.0
72,0.728433,19,0.81,0.912413,post_filter,False,2.2088,1.0,0.926372,0.81,0.913809,24.7886,"overall IN (2,3,5)"
73,0.050727,0,0.937564,0.879813,pre_filter,False,10.9535,1.0,0.634883,0.907296,0.879813,24.9828,"main_cat IN ('Computers', 'Tools & Home Improvement')"
74,0.929351,21,1.0,0.846875,post_filter,True,2.9107,1.0,0.902978,1.0,0.852485,24.9894,"overall IN (1,2,4,5)"
75,0.092237,0,0.907296,0.879813,pre_filter,False,5.73,1.0,0.809,0.897466,0.879813,24.481,main_cat='Home Audio &amp; Theater' AND overall>=3.0
76,0.050727,0,0.897466,0.879813,pre_filter,False,2.7976,1.0,0.906747,0.898394,0.879813,24.8483,"main_cat IN ('Computers', 'Tools & Home Improvement')"
77,0.230635,3,0.9,0.995069,pre_filter,False,24.5701,1.0,0.180997,0.8281,0.995069,24.7756,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')"
78,0.180604,1,0.845545,0.772963,pre_filter,False,10.1309,1.0,0.662303,0.827221,0.772963,24.6207,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
79,0.881823,20,0.81,0.940363,pre_filter,False,116.3952,1.0,0.0,0.729,0.940363,24.7905,"overall IN (1,4,5)"
80,0.140751,1,0.827221,0.772963,pre_filter,False,11.7419,1.0,0.608604,0.805359,0.772963,24.6955,overall<=2.0
81,0.680906,18,0.729,0.873351,post_filter,False,0.8769,1.0,0.970771,0.729,0.883093,24.7951,"overall IN (3,5)"
82,0.821657,20,0.729,0.940363,post_filter,False,3.2078,1.0,0.893074,0.729,0.935634,24.8718,"overall IN (1,2,3,5)"
83,0.728433,19,0.81,0.913809,post_filter,False,2.4087,1.0,0.91971,0.81,0.914399,24.9101,"overall IN (2,3,5)"
84,0.658182,18,0.729,0.883093,post_filter,False,2.2547,1.0,0.924844,0.729,0.887268,24.8743,verified=true AND overall>=3.0
85,0.339351,8,0.9,0.991456,post_filter,False,0.967,0.0,0.0,0.9,0.89231,25.4036,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
86,0.12068,1,0.805359,0.772963,pre_filter,False,7.1186,1.0,0.762712,0.801094,0.772963,25.0744,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
87,0.836128,20,0.729,0.935634,post_filter,False,1.3105,1.0,0.956318,0.729,0.937703,25.143,"overall IN (2,4,5)"
88,0.248992,4,0.9,0.98446,pre_filter,False,43.4401,1.0,0.0,0.81,0.98446,25.1027,"overall IN (3,4)"
89,0.210713,2,0.859369,0.904417,post_filter,False,2.0923,1.0,0.930257,0.859369,0.907001,24.8197,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
90,0.248992,4,0.81,0.98446,post_filter,False,1.691,1.0,0.943635,0.81,0.980378,24.8128,"overall IN (3,4)"
91,0.12068,1,0.801094,0.772963,pre_filter,False,6.9929,1.0,0.766903,0.797675,0.772963,25.2038,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
92,0.073033,0,0.898394,0.879813,pre_filter,False,3.8424,1.0,0.871919,0.895747,0.879813,24.9418,brand='Tiffen'
93,0.210713,2,0.859369,0.907001,post_filter,False,1.9167,0.7,0.044164,0.859369,0.820717,24.637,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
94,0.339351,8,0.9,0.89231,pre_filter,False,30.5002,1.0,0.0,0.81,0.89231,24.7592,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
95,0.751008,19,0.81,0.914399,post_filter,False,1.6954,1.0,0.943487,0.81,0.917308,24.8838,"overall IN (1,2,5)"
96,0.859249,20,0.729,0.937703,post_filter,False,2.364,1.0,0.921199,0.729,0.936052,25.4167,overall>=3.0
97,0.728433,19,0.81,0.917308,post_filter,False,9.3366,1.0,0.688781,0.81,0.894455,25.925,"overall IN (2,3,5)"
98,0.389743,11,0.9,0.982934,pre_filter,False,109.2951,1.0,0.0,0.81,0.982934,25.0544,overall<=4.0
99,0.092237,0,0.895747,0.879813,pre_filter,False,5.5584,1.0,0.814721,0.887644,0.879813,24.9444,main_cat='Home Audio &amp; Theater' AND overall>=3.0
100,0.12068,1,0.797675,0.772963,pre_filter,False,6.9159,1.0,0.769471,0.794855,0.772963,25.0137,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
101,0.881823,20,0.729,0.936052,post_filter,False,1.9285,1.0,0.935718,0.729,0.936019,25.109,"overall IN (1,4,5)"
102,0.929351,21,1.0,0.852485,post_filter,True,1.6608,0.9,0.550118,1.0,0.822249,25.3928,"overall IN (1,2,4,5)"
103,0.610257,18,0.729,0.887268,post_filter,False,1.6776,1.0,0.944081,0.729,0.89295,26.2131,overall>=5.0
104,0.728433,19,0.81,0.894455,pre_filter,False,43.4775,1.0,0.0,0.729,0.894455,24.7555,"overall IN (2,3,5)"
105,0.680906,18,0.729,0.89295,post_filter,False,1.5295,0.9,0.552666,0.729,0.858921,24.9286,"overall IN (3,5)"
106,0.050727,0,0.887644,0.879813,pre_filter,False,2.7656,1.0,0.907812,0.889661,0.879813,25.2636,"main_cat IN ('Computers', 'Tools & Home Improvement')"
107,0.751008,19,0.729,0.894455,post_filter,False,1.2201,1.0,0.959331,0.729,0.900943,25.9882,"overall IN (1,2,5)"
108,0.658182,18,0.729,0.858921,post_filter,False,1.5778,1.0,0.947407,0.729,0.86777,24.5672,verified=true AND overall>=3.0
109,0.70348,19,0.729,0.900943,post_filter,False,1.2865,1.0,0.957118,0.729,0.90656,24.8909,"overall IN (1,5)"
110,0.210713,2,0.859369,0.820717,pre_filter,False,11.3593,1.0,0.621356,0.835568,0.820717,24.8973,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
111,0.7886,19,0.729,0.90656,post_filter,False,1.1208,1.0,0.962639,0.729,0.912168,25.0735,overall>=4.0
112,0.140751,1,0.794855,0.772963,post_filter,False,1.568,1.0,0.947732,0.794855,0.790439,25.0403,overall<=2.0
113,0.248992,4,0.81,0.980378,post_filter,False,1.6338,1.0,0.945539,0.81,0.976894,24.8884,"overall IN (3,4)"
114,0.339351,8,0.81,0.89231,post_filter,False,1.3832,1.0,0.953892,0.81,0.898468,25.2407,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
115,0.050727,0,0.889661,0.879813,pre_filter,False,2.7664,1.0,0.907787,0.891474,0.879813,24.9238,"main_cat IN ('Computers', 'Tools & Home Improvement')"
116,0.728433,19,0.729,0.912168,post_filter,False,1.1578,1.0,0.961407,0.729,0.917092,24.78,"overall IN (2,3,5)"
117,0.300422,7,0.820079,0.94879,post_filter,False,1.2766,1.0,0.957447,0.820079,0.949656,24.8035,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
118,0.210713,2,0.835568,0.820717,pre_filter,False,11.5036,1.0,0.616547,0.813666,0.820717,24.8872,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
119,0.70348,19,0.729,0.917092,post_filter,False,1.2078,1.0,0.95974,0.729,0.921357,24.9108,"overall IN (1,5)"
120,0.339351,8,0.81,0.898468,post_filter,False,1.1867,1.0,0.960444,0.81,0.904666,24.8745,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
121,0.160682,1,0.794855,0.790439,pre_filter,False,9.0801,1.0,0.697331,0.785102,0.790439,24.9271,"main_cat IN ('Camera & Photo', 'Computers')"
122,0.774129,19,0.729,0.921357,post_filter,False,1.1198,1.0,0.962672,0.729,0.925488,24.8438,"overall IN (1,3,5)"
123,0.774129,19,0.729,0.925488,post_filter,False,1.2365,1.0,0.958782,0.729,0.928818,24.8998,"overall IN (1,3,5)"
124,0.092237,0,0.891474,0.879813,pre_filter,False,5.4322,1.0,0.818928,0.884219,0.879813,24.9591,main_cat='Home Audio &amp; Theater' AND overall>=3.0
125,0.658182,18,0.729,0.86777,post_filter,False,1.1169,1.0,0.962769,0.729,0.87727,25.142,verified=true AND overall>=3.0
126,0.300422,7,0.820079,0.949656,post_filter,False,1.0345,1.0,0.965517,0.820079,0.951242,25.0789,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
127,0.092237,0,0.884219,0.879813,pre_filter,False,5.6061,1.0,0.813131,0.87711,0.879813,25.1067,main_cat='Home Audio &amp; Theater' AND overall>=3.0
128,0.658182,18,0.729,0.87727,post_filter,False,0.9887,1.0,0.967043,0.729,0.886247,24.8509,verified=true AND overall>=3.0
129,0.680906,18,0.729,0.886247,post_filter,False,1.1513,1.0,0.961625,0.729,0.893785,24.8695,"overall IN (3,5)"
130,0.658182,18,0.729,0.893785,post_filter,False,0.95,1.0,0.968333,0.729,0.90124,24.85,verified=true AND overall>=3.0
131,0.859249,20,0.729,0.936019,post_filter,False,1.0948,1.0,0.963506,0.729,0.938768,24.807,overall>=3.0
132,0.658182,18,0.729,0.90124,post_filter,False,1.229,1.0,0.959035,0.729,0.907019,24.9091,verified=true AND overall>=3.0
133,0.680906,18,0.729,0.907019,post_filter,False,1.0014,1.0,0.966621,0.729,0.912979,24.9671,"overall IN (3,5)"
134,0.050727,0,0.87711,0.879813,post_filter,False,0.5882,1.0,0.980392,0.87711,0.889871,24.9616,"main_cat IN ('Computers', 'Tools & Home Improvement')"
135,0.319094,7,0.820079,0.951242,post_filter,False,1.0188,1.0,0.966039,0.820079,0.952721,24.9504,"overall IN (1,2,4)"
136,0.906777,21,1.0,0.822249,post_filter,True,0.9288,1.0,0.969042,1.0,0.836928,24.7273,overall>=2.0
137,0.610257,18,0.729,0.912979,post_filter,False,0.8973,1.0,0.970089,0.729,0.91869,24.7918,overall>=5.0
138,0.073033,0,0.87711,0.889871,post_filter,False,1.3222,0.8,0.171431,0.87711,0.818027,25.01,brand='Tiffen'
139,0.751008,19,0.729,0.928818,post_filter,False,0.6446,0.9,0.569844,0.729,0.89292,24.9321,"overall IN (1,2,5)"
140,0.319094,7,0.820079,0.952721,post_filter,False,0.9785,1.0,0.967385,0.820079,0.954188,24.8499,"overall IN (1,2,4)"
141,0.300422,7,0.820079,0.954188,post_filter,False,0.571,1.0,0.980965,0.820079,0.956865,25.0686,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
142,0.230635,3,0.8281,0.995069,post_filter,False,1.1773,0.9,0.559504,0.8281,0.951513,25.2285,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')"
143,0.821657,20,0.729,0.938768,post_filter,False,0.8823,1.0,0.97059,0.729,0.94195,24.7987,"overall IN (1,2,3,5)"
144,0.050727,0,0.87711,0.818027,pre_filter,False,2.8095,1.0,0.906351,0.880034,0.818027,24.9975,"main_cat IN ('Computers', 'Tools & Home Improvement')"
145,0.300422,7,0.820079,0.956865,post_filter,False,1.0307,1.0,0.965643,0.820079,0.957743,24.8957,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
146,0.859249,20,0.729,0.94195,post_filter,False,0.8352,1.0,0.972158,0.729,0.944971,24.7508,overall>=3.0
147,0.092237,0,0.880034,0.818027,pre_filter,False,5.5588,1.0,0.814707,0.873502,0.818027,24.9979,main_cat='Home Audio &amp; Theater' AND overall>=3.0
148,0.300422,7,0.820079,0.957743,post_filter,False,0.948,1.0,0.968401,0.820079,0.958809,24.9448,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
149,0.210713,2,0.813666,0.820717,pre_filter,False,11.3768,1.0,0.620772,0.794376,0.820717,24.8841,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
150,0.821657,20,0.729,0.944971,post_filter,False,1.0296,1.0,0.965679,0.729,0.947042,24.8175,"overall IN (1,2,3,5)"
151,0.774129,19,0.729,0.89292,pre_filter,False,43.4171,1.0,0.0,0.6561,0.89292,24.4932,"overall IN (1,3,5)"
152,0.751008,19,0.6561,0.89292,post_filter,False,1.1275,1.0,0.962415,0.6561,0.89987,24.584,"overall IN (1,2,5)"
153,0.12068,1,0.785102,0.790439,post_filter,False,1.0353,0.5,0.001575,0.785102,0.711553,24.9091,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
154,0.836128,20,0.729,0.947042,post_filter,False,0.6936,1.0,0.976879,0.729,0.950025,24.7871,"overall IN (2,4,5)"
155,0.70348,19,0.6561,0.89987,post_filter,False,0.9465,1.0,0.96845,0.6561,0.906728,24.6243,"overall IN (1,5)"
156,0.821657,20,0.729,0.950025,post_filter,False,0.9783,1.0,0.967389,0.729,0.951762,24.712,"overall IN (1,2,3,5)"
157,0.836128,20,0.729,0.951762,post_filter,False,0.8707,1.0,0.970976,0.729,0.953683,24.7135,"overall IN (2,4,5)"
158,0.270385,5,0.931963,0.971942,post_filter,False,0.9314,1.0,0.968953,0.931963,0.971643,24.8714,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
159,0.140751,1,0.785102,0.711553,post_filter,False,0.9331,1.0,0.968896,0.785102,0.737287,24.6027,overall<=2.0
160,0.073033,0,0.873502,0.818027,pre_filter,False,3.8932,1.0,0.870228,0.873174,0.818027,25.4668,brand='Tiffen'
161,0.300422,7,0.820079,0.958809,pre_filter,False,21.4818,1.0,0.283939,0.766465,0.958809,24.5391,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
162,0.680906,18,0.729,0.91869,post_filter,False,0.7175,1.0,0.976085,0.729,0.92443,24.6503,"overall IN (3,5)"
163,0.270385,5,0.931963,0.971643,pre_filter,False,14.9601,1.0,0.501331,0.8889,0.971643,24.5597,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
164,0.881823,20,0.729,0.953683,post_filter,False,0.7905,1.0,0.97365,0.729,0.95568,24.6324,"overall IN (1,4,5)"
165,0.751008,19,0.6561,0.906728,post_filter,False,0.8645,1.0,0.971185,0.6561,0.913173,24.4735,"overall IN (1,2,5)"
166,0.160682,1,0.785102,0.737287,post_filter,False,0.9223,1.0,0.969258,0.785102,0.760484,24.6554,"main_cat IN ('Camera & Photo', 'Computers')"
167,0.881823,20,0.729,0.95568,post_filter,False,0.9241,1.0,0.969196,0.729,0.957031,24.4309,"overall IN (1,4,5)"
168,0.836128,20,0.729,0.957031,post_filter,False,0.8374,1.0,0.972087,0.729,0.958537,24.5621,"overall IN (2,4,5)"
169,0.774129,19,0.6561,0.913173,post_filter,False,0.67,1.0,0.977667,0.6561,0.919623,24.6747,"overall IN (1,3,5)"
170,0.389743,11,0.81,0.982934,post_filter,False,0.9327,1.0,0.96891,0.81,0.981531,24.7021,overall<=4.0
171,0.7886,19,0.6561,0.919623,post_filter,False,0.9892,0.9,0.563155,0.6561,0.883976,24.7962,overall>=4.0
172,0.610257,18,0.729,0.92443,post_filter,False,0.936,1.0,0.9688,0.729,0.928867,24.798,overall>=5.0
173,0.751008,19,0.6561,0.883976,post_filter,False,0.5247,0.0,0.0,0.6561,0.795578,24.824,"overall IN (1,2,5)"
174,0.160682,1,0.785102,0.760484,post_filter,False,1.1698,0.3,9e-06,0.785102,0.684437,25.3542,"main_cat IN ('Camera & Photo', 'Computers')"
175,0.859249,20,0.729,0.958537,post_filter,False,0.9234,1.0,0.969219,0.729,0.959605,24.7983,overall>=3.0
176,0.140751,1,0.785102,0.684437,pre_filter,False,11.8325,1.0,0.605583,0.76715,0.684437,26.6435,overall<=2.0
177,0.092237,0,0.873174,0.818027,pre_filter,False,5.4455,1.0,0.818485,0.867705,0.818027,24.9415,main_cat='Home Audio &amp; Theater' AND overall>=3.0
178,0.7886,19,0.6561,0.795578,pre_filter,False,43.0849,1.0,0.0,0.59049,0.795578,24.7,overall>=4.0
179,0.836128,20,0.729,0.959605,post_filter,False,0.807,1.0,0.9731,0.729,0.960955,24.7905,"overall IN (2,4,5)"
180,0.389743,11,0.81,0.981531,pre_filter,False,27.6776,1.0,0.077414,0.736741,0.981531,24.9431,overall<=4.0
181,0.073033,0,0.867705,0.818027,pre_filter,False,3.9015,1.0,0.869951,0.86793,0.818027,25.649,brand='Tiffen'
182,0.248992,4,0.81,0.976894,post_filter,False,0.894,1.0,0.970199,0.81,0.976224,25.0308,"overall IN (3,4)"
183,0.180604,1,0.76715,0.684437,post_filter,False,0.8265,0.9,0.566314,0.76715,0.672625,25.0642,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
184,0.073033,0,0.86793,0.818027,pre_filter,False,3.9207,1.0,0.86931,0.868068,0.818027,25.4938,brand='Tiffen'
185,0.859249,20,0.729,0.960955,post_filter,False,0.8827,1.0,0.970578,0.729,0.961917,24.9983,overall>=3.0
186,0.180604,1,0.76715,0.672625,pre_filter,False,10.1549,1.0,0.661503,0.756586,0.672625,24.7764,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
187,0.929351,21,1.0,0.836928,post_filter,True,0.6712,1.0,0.977626,1.0,0.850998,24.863,"overall IN (1,2,4,5)"
